building_id,earthquake_id,num_storeys,total_mass_kg,total_height_m,fundamental_period_T1_s,period_T2_s,period_T3_s,period_ratio_T2_T1,first_mode_mass_ratio,first_mode_participation,avg_storey_mass_kg,avg_storey_stiffness_N_m,base_stiffness_N_m,stiffness_taper_ratio,damping_ratio,pga_g,pgv_m_s,pgd_m,arias_intensity_m_s,significant_duration_s,mean_period_Tm_s,predominant_period_Tp_s,Sa_T1_g,Sa_T2_g,Sa_T3_g,Sd_T1_m,Sa_over_PGA,T1_over_Tp,T1_over_Tm,static_drift_proxy,target_max_pidr,target_max_roof_disp_m,target_peak_base_shear_N,target_peak_pfa_m_s2
Bldg_012_9St,ChiChi_1999_TCU068_scaled_0.31g,9.0,2233538.9192729555,32.21400348906792,2.044992330417825,0.6938026305909998,0.4232174107613456,0.33926906241709215,0.8677249013184531,1392.155644429548,248170.99103032838,85201688.07554445,70380243.16449313,1.161922715813221,0.03024827774377832,0.3072,0.4197024049123519,0.1679459788731353,2.073212799530516,18.89,0.7206483050886867,0.6206060606060606,0.37453344114881815,0.7386561900304764,0.8804703409728665,0.38838839684823573,1.2191843787396426,3.295153657411534,2.8377119823603243,0.02417315231804715,0.02464762853829928,0.49891060516728203,7258196.357402636,6.261148332378548
Bldg_015_10St,Friuli_1976_Tolmezzo_scaled_0.49g,10.0,2816481.9947992526,40.98256473151777,1.8319490809782595,0.6193726605439063,0.3773880973810691,0.3380949104836264,0.8478015197669436,1545.2565209657066,281648.1994799253,143070004.16746855,143070004.16746855,1.0,0.037694089189244176,0.4927999999999999,0.2989388880736565,0.14402106824138175,2.5651342207749837,10.049999999999999,0.42783232247186936,0.3250793650793651,0.20053307871471185,0.8520699999653006,1.0913105822624982,0.1670719201836135,0.4069258902490095,5.635390239337419,4.281932394434067,0.008008665295555684,0.008830901724694555,0.20602940211804582,5177889.464287615,5.212774147658642
Bldg_009_9St,Imperial_Valley_1979_Array6,9.0,1936007.7066165784,33.37060515365388,2.0240667166863795,0.7218964229585041,0.4472852984026352,0.35665643677019115,0.8231148142306102,1262.3615265765725,215111.96740184203,67549516.69497378,85350928.3329129,0.5828654242985061,0.05915571433100036,0.439,0.4470557915681539,0.20993321390578878,3.03447831967358,11.25,0.4646807553227397,0.8192,0.18307920239955713,0.47773242922207565,0.8586269637001185,0.18643769758890738,0.4170369075160755,2.470784566267553,4.355822128421442,0.009040602304331619,0.011269944612198463,0.23993058506048182,3023689.6725408253,4.751617144615299
Bldg_034_4St,Loma_Prieta_1989_Corralitos,4.0,666777.4275900043,12.29923854005396,0.7869876091101675,0.2751374623816294,0.18176931440458607,0.3496083790858185,0.901114411902358,775.1404708390176,166694.35689750107,83823096.24972795,83823096.24972795,1.0,0.025909563676249067,0.644,0.6861034364890142,0.3994006678649551,6.918654308054634,11.41,0.6811214742642783,1.0778947368421052,1.1198090090079411,2.444000220366648,1.65559771239088,0.17221035827775089,1.7388338649191633,0.7301154576705656,1.1554291544841422,0.025600209862993356,0.026573759098239436,0.21524100498472126,6849122.370310888,17.10655526490332
Bldg_012_9St,Loma_Prieta_1989_Corralitos_scaled_0.90g,9.0,2233538.9192729555,32.21400348906792,2.044992330417825,0.6938026305909998,0.4232174107613456,0.33926906241709215,0.8677249013184531,1392.155644429548,248170.99103032838,85201688.07554445,70380243.16449313,1.161922715813221,0.03024827774377832,0.9015999999999998,0.9605448110846201,0.5591609350109363,13.560562443787077,11.41,0.6811214742642782,1.0778947368421052,0.6269952912561525,1.7727224573441573,2.3784008669838648,0.6526652562555344,0.6954251233985721,1.8972096815399742,3.0023900400831565,0.04046755513137478,0.04749328836127886,0.7728923718514124,13985751.694093531,14.776593382503744
Bldg_003_7St,El_Centro_1940_NS_scaled_0.21g,7.0,1916270.4866929152,21.004371166760656,1.7280142136463181,0.5969958868135233,0.3709851306358629,0.34548088904534535,0.8517525842969699,1277.5712658214816,273752.92667041643,76957987.31765112,83542359.52837032,0.8423704513999704,0.03410275425336676,0.2088,0.3280233447506678,0.11186424451877919,1.1185301630938156,13.060000000000002,0.5341737574272261,0.7447272727272727,0.14564522858255888,0.5278273099136326,0.4820561037272842,0.10803169608974855,0.6975346196482705,2.320331585706726,3.2349290649714044,0.009299697599434505,0.010216994119039575,0.1513881622323661,2561188.3904388817,4.029733559040126
Bldg_030_6St,El_Centro_1940_NS,6.0,803618.8831084707,23.230058635081644,0.9665504811036845,0.3495748231242845,0.22269020865239064,0.3616725975089393,0.8416871129757246,822.4327678639422,133936.48051807846,84360837.00216389,106695714.94751158,0.5813350525588545,0.04189785227596446,0.348,0.546705574584446,0.18644040753129837,3.1070282308161543,13.060000000000002,0.534173757427226,0.7447272727272727,0.33979115202610183,0.8773404386711866,1.082592335657552,0.07880086892890967,0.9764113563968444,1.2978583120288734,1.8094308596493793,0.005456165294518763,0.006380946587594754,0.10180998976828798,2635913.4300042526,7.538084716102807
Bldg_009_9St,Friuli_1976_Tolmezzo,9.0,1936007.7066165784,33.37060515365388,2.0240667166863795,0.7218964229585041,0.4472852984026352,0.35665643677019115,0.8231148142306102,1262.3615265765725,215111.96740184203,67549516.69497378,85350928.3329129,0.5828654242985061,0.05915571433100036,0.352,0.21352777719546898,0.102872191600987,1.308741949374992,10.049999999999999,0.4278323224718693,0.3250793650793651,0.08606642244178539,0.4321787286155803,0.6272896848096627,0.08760936752914374,0.24450688193689032,6.226377106994234,4.730981298916388,0.0042500310622648075,0.005129291907658553,0.11779003190336558,1623256.82489315,3.5664657499520014
Bldg_025_6St,San_Fernando_1971_Pacoima,6.0,1757236.410893677,25.206007389869953,1.499772555124449,0.5085192700648059,0.31318652089399057,0.33906425899533127,0.8984443167658247,1256.4947539012646,292872.7351489462,90287042.21106903,70659424.3390975,1.3333333333333333,0.058348096296313844,1.17,1.0361741213226916,0.47368625496262196,19.729249200797177,9.42,0.461649004640927,0.28054794520547943,0.5026879971437912,2.422839789998957,2.5465700639974966,0.28076453689862463,0.4296478608066592,5.345868970902577,3.2487290994832314,0.02336342635586713,0.03178752554167344,0.3632381193012694,10589141.17029261,15.091249092870436
Bldg_031_7St,Imperial_Valley_1979_Array6_scaled_0.26g,7.0,856890.734760222,22.75669864505952,1.4911929430096265,0.5226822901820123,0.3255666176728036,0.3505128512257438,0.8443472679464323,850.595879853297,122412.96210860314,46041581.58392334,53788220.09784441,0.7119578041500756,0.04318599737886953,0.26339999999999997,0.26823347494089234,0.1259599283434734,1.0924121950824885,11.25,0.4646807553227397,0.8192,0.153520099410924,0.5057352326812825,0.6016778741844003,0.08482153028586253,0.5828401648098862,1.820303885509798,3.209069723522189,0.006229225837335169,0.006611148986623407,0.11438151893797031,1129872.44362347,3.9364057478176653
Bldg_037_6St,El_Centro_1940_NS_scaled_0.49g,6.0,1519801.1629553218,18.1313458662842,0.9220273617851668,0.32867711576859315,0.20663916498060184,0.3564721931160815,0.8535992240019256,1138.9912613079553,253300.19382588696,185099389.56536832,214716992.93877366,0.7241242719727287,0.047878458494656856,0.4871999999999999,0.7653878044182246,0.26101657054381694,6.089775332399659,13.060000000000002,0.5341737574272261,0.7447272727272727,0.5017596952057941,1.287126831281451,1.3867822873887492,0.10590802399467772,1.0298844318673936,1.2380738500533246,1.7260813526781695,0.009838117930174993,0.010710130271816559,0.141574622114603,6949282.418322636,11.57461174616244
Bldg_024_10St,El_Centro_1940_NS_scaled_0.49g,10.0,1472843.4642766041,36.34044145556651,2.0004344400541227,0.717530599945387,0.4378108981506229,0.35868738588902416,0.8221546599291161,1100.4113401365657,147284.3464276604,58118273.295337185,70609529.29579926,0.5577347659360052,0.03745343326426224,0.4871999999999999,0.7653878044182246,0.26101657054381694,6.089775332399659,13.060000000000002,0.5341737574272261,0.7447272727272727,0.4835626255499193,1.2763709114133444,1.6033847132548802,0.4807147686626458,0.9925341246919528,2.686130229564862,3.744913358696126,0.022378449968553996,0.024568028596277252,0.6906886123249484,5783781.550395661,14.661161187167545
Bldg_014_5St,El_Centro_1940_NS,5.0,1593765.9396833987,19.810700551829953,0.8894792288713879,0.3088246908799503,0.19628714530869923,0.34719719230745977,0.8824903205928275,1185.9523662698816,318753.18793667975,186945021.86907646,186945021.86907646,1.0,0.025534123696712055,0.348,0.546705574584446,0.18644040753129837,3.1070282308161543,13.060000000000002,0.534173757427226,0.7447272727272727,0.4808239621766071,1.20131195359762,1.2562304412715453,0.09444377044927854,1.3816780522316296,1.1943690817364827,1.6651496193962085,0.007966555389396663,0.008457826823261187,0.1218133589210759,6786206.486294033,8.287933479884895
Bldg_040_5St,Imperial_Valley_1979_Array6,5.0,886610.9492362948,19.765736699798776,1.0612910403555909,0.38285605262008715,0.2551718244840761,0.36074558067672874,0.8574015036543967,871.8839148829684,177322.18984725897,67561726.4654356,78967512.31225075,0.6389089160579486,0.024267970004537443,0.439,0.4470557915681539,0.20993321390578878,3.03447831967358,11.25,0.4646807553227397,0.8192,0.44081171004854564,1.2724348350860089,1.1545682282148308,0.12341165409764862,1.0041269021606962,1.2955212894965709,2.283914339466202,0.010526879978191158,0.010696792628814893,0.16353747080504466,3339220.0145320403,10.176756046251302
Bldg_020_5St,Northridge_1994_Sylmar,5.0,431577.0521504538,15.320911780484215,0.7130741434112638,0.25501056678852646,0.16467834084054334,0.3576213906292907,0.8673366722282386,611.8190943589842,86315.41043009076,75660470.46042758,83114761.34278658,0.7757831833380477,0.058341659875327925,0.843,0.8309546252613713,0.3287478434080909,9.138133288190668,9.37,0.4931760280806555,0.8192,1.2180497548208116,1.781187102900975,1.7457456834292633,0.15398671765573785,1.4448988787909984,0.8704518352188279,1.4458815976648514,0.01755654234090845,0.017659298874313854,0.20391274677352983,4497448.785460911,19.726407091965253
Bldg_029_10St,El_Centro_1940_NS_scaled_0.21g,10.0,3306559.1027033487,40.85103354718929,2.8470338124293835,1.0055703560634366,0.6133007191000883,0.35319930226096613,0.8447518426005479,1671.293479517068,330655.91027033486,66673572.54055375,62546842.54886757,0.748278909461416,0.032311089590841974,0.2088,0.3280233447506678,0.11186424451877919,1.1185301630938156,13.060000000000002,0.5341737574272261,0.7447272727272727,0.1310253087449017,0.1955862664900089,0.5766558857595689,0.26400162717410147,0.6275158464794143,3.8229213789945335,5.329789741341334,0.01177738559698277,0.01329110233614747,0.3463032363387417,4050358.014292575,3.8598973130802863
Bldg_002_6St,Loma_Prieta_1989_Corralitos,6.0,650483.7733847327,22.938348273347064,1.3796942775133207,0.4892396143506448,0.30631666469100405,0.35460001706495536,0.857522015391217,746.8628765256442,108413.96223078878,35753014.44204229,40000000.0,0.787650722102115,0.04779139732158818,0.644,0.6861034364890142,0.3994006678649551,6.918654308054634,11.41,0.6811214742642783,1.0778947368421052,0.6543748122142905,0.9600632813250735,1.6249766568481303,0.30946430030398875,1.0161099568544882,1.2799898082398973,2.0256214634894816,0.020595089519648942,0.022385125777867276,0.40843913454577546,3611460.1011120803,13.30017788991331
Bldg_002_6St,Northridge_1994_Sylmar_scaled_0.51g,6.0,650483.7733847327,22.938348273347064,1.3796942775133207,0.4892396143506448,0.30631666469100405,0.35460001706495536,0.857522015391217,746.8628765256442,108413.96223078878,35753014.44204229,40000000.0,0.787650722102115,0.04779139732158818,0.5057999999999999,0.498572775156823,0.1972487060448539,3.289727983748639,9.37,0.49317602808065547,0.8192,0.3866511742893862,0.9338715359707351,1.0105992157407158,0.18286188477730175,0.7644349036959002,1.6841971161051277,2.7975696281970976,0.012169043488121888,0.013151916605921564,0.250041990165023,2019291.6123793458,8.391246219837551
Bldg_030_6St,Imperial_Valley_1979_Array6,6.0,803618.8831084707,23.230058635081644,0.9665504811036845,0.3495748231242845,0.22269020865239064,0.3616725975089393,0.8416871129757246,822.4327678639422,133936.48051807846,84360837.00216389,106695714.94751158,0.5813350525588545,0.04189785227596446,0.439,0.4470557915681539,0.20993321390578878,3.03447831967358,11.25,0.4646807553227397,0.8192,0.3414445229628517,0.9606435362286696,1.0362596928756813,0.07911184953189719,0.7777779566351976,1.179871192753521,2.080031225808729,0.005482714146866066,0.006277441600252148,0.11570554016070443,2231940.8618772104,10.417661227618446
Bldg_013_5St,ChiChi_1999_TCU068_scaled_0.72g,5.0,1315261.8799432397,20.03360101241618,1.3089278898694292,0.4557281832227655,0.2894843887416233,0.3481690525123016,0.8754262397221849,1073.0399628199511,263052.3759886479,71241185.83983777,75531053.48463854,0.8864078429497019,0.054416184732467,0.7168,0.9793056114621539,0.3918739507039827,11.287491908555028,18.89,0.7206483050886867,0.6206060606060606,0.6972800780888476,1.3829606661813671,1.4891782261779907,0.296776075452615,0.9727679660837718,2.1091123225435138,1.8163199450088845,0.02601627819387488,0.02652324376875298,0.3745766199263472,8026776.94818915,11.330483219110885
Bldg_020_5St,Loma_Prieta_1989_Corralitos_scaled_0.90g,5.0,431577.0521504538,15.320911780484215,0.7130741434112638,0.25501056678852646,0.16467834084054334,0.3576213906292907,0.8673366722282386,611.8190943589842,86315.41043009076,75660470.46042758,83114761.34278658,0.7757831833380477,0.058341659875327925,0.9015999999999998,0.9605448110846201,0.5591609350109363,13.560562443787077,11.41,0.6811214742642782,1.0778947368421052,1.4319782275641064,2.1483093557892126,1.9804847328000457,0.1808894435604174,1.5882633402441289,0.6615433947663093,1.046911851049036,0.02064003238290272,0.02233725794511437,0.23376029650124902,5688825.719004379,21.003239078073705
Bldg_013_5St,Northridge_1994_Sylmar,5.0,1315261.8799432397,20.03360101241618,1.3089278898694292,0.4557281832227655,0.2894843887416233,0.3481690525123016,0.8754262397221849,1073.0399628199511,263052.3759886479,71241185.83983777,75531053.48463854,0.8864078429497019,0.054416184732467,0.843,0.8309546252613713,0.3287478434080909,9.138133288190668,9.37,0.4931760280806555,0.8192,0.6004905606588761,1.3527928378314216,1.822596254856007,0.25559445381222556,0.7123256947317629,1.597812365563268,2.6540784939680058,0.022404956013825177,0.024104335413057353,0.34473706992251985,7294738.363521244,12.76002471634678
Bldg_023_4St,Imperial_Valley_1979_Array6_scaled_0.61g,4.0,766198.5056578394,14.085368853543702,0.6464204299712705,0.2384130320594705,0.16037881502662232,0.3688203853180608,0.8743349213046628,818.4828099282827,191549.62641445984,132243280.43540907,155581753.84682024,0.6999844411782463,0.030147286954925547,0.6145999999999999,0.6258781081954151,0.2939064994681046,5.947577506560213,11.25,0.46468075532273967,0.8192,0.9789993441273706,1.6504447644645455,1.6839274641573325,0.10137069262445982,1.5929048879390997,0.7890874389297735,1.3911065232781272,0.011739654230644084,0.012048666437590725,0.13723242750838627,6600941.398349749,15.559073382843362
Bldg_020_5St,Loma_Prieta_1989_Corralitos,5.0,431577.0521504538,15.320911780484215,0.7130741434112638,0.25501056678852646,0.16467834084054334,0.3576213906292907,0.8673366722282386,611.8190943589842,86315.41043009076,75660470.46042758,83114761.34278658,0.7757831833380477,0.058341659875327925,0.644,0.6861034364890142,0.3994006678649551,6.918654308054634,11.41,0.6811214742642783,1.0778947368421052,1.0228415911171853,1.5345066827065714,1.4146319520000334,0.12920674540029392,1.5882633402440764,0.6615433947663093,1.0469118510490358,0.01474288027350146,0.015955184246510525,0.1669716403580353,4063446.9421460503,15.002313627192716
Bldg_005_5St,ChiChi_1999_TCU068_scaled_0.31g,5.0,1054965.4097151533,19.818838538279376,0.8108817871991694,0.2855759554952941,0.18628453092568645,0.3521795161803908,0.8722298013627929,959.2561022795037,210993.08194303064,142976339.73852292,158130879.27603912,0.7604114451444064,0.038812025377841536,0.3072,0.4197024049123519,0.1679459788731353,2.073212799530516,18.89,0.7206483050886867,0.6206060606060606,0.7316186258417228,0.6516019460480252,0.6973660433054962,0.11952218398222882,2.381571047661858,1.3065966297642866,1.12521153726904,0.010532941914849351,0.01093054763246954,0.15369692060235654,6851202.46911951,9.334501176505873
Bldg_004_9St,Kobe_1995_NS_scaled_1.17g,9.0,1948649.445047211,34.52008614666971,1.8669862587577561,0.6258111713455994,0.3829180140447785,0.3351985952815731,0.8546009371985288,1290.4718679648695,216516.60500524566,87950131.45529062,87950131.45529062,1.0,0.04849082359697768,1.1676,1.489885267133405,0.5504295453472083,19.04897040911142,12.780000000000001,0.8720606558868952,0.7728301886792452,1.062799137379847,2.036450560875779,2.3313180192185516,0.9199772372634739,0.9102424951865768,2.4157781180215108,2.1408903682955525,0.05145209909366998,0.05365444879664072,1.2214246320046298,18099708.976874057,19.589431482166308
Bldg_032_3St,Loma_Prieta_1989_Corralitos_scaled_0.39g,3.0,889774.2410912409,11.958446292640017,0.3812673573069689,0.14020888130339432,0.10215875831193638,0.3677442577139072,0.9141135992098178,901.8618153620312,296591.4136970803,373326647.5121846,395291334.35178196,0.8888683614801923,0.03380330511289547,0.3864,0.4116620618934086,0.2396404007189732,2.4907155508996683,11.41,0.6811214742642783,1.0778947368421052,1.1036665786386153,0.6525776535975523,0.8284455252930628,0.03984094588498816,2.856279965420847,0.3537148334390825,0.559764112148717,0.005586859751761704,0.005212851512932836,0.048372739210268655,8213838.333673853,14.133649026751929
Bldg_011_5St,Imperial_Valley_1979_Array6_scaled_0.26g,5.0,1451852.277223199,20.06527884435787,0.894354941017543,0.30523291686505966,0.19519356971894125,0.34128834410841863,0.8825020573804334,1131.928717571005,290370.4554446398,172350178.34134805,172350178.34134805,1.0,0.05720067339243327,0.26339999999999997,0.26823347494089234,0.1259599283434734,1.0924121950824885,11.25,0.4646807553227397,0.8192,0.21280398076527057,0.5660126711072537,0.5508689470551661,0.0422451493091193,0.8079118480078611,1.0917418713593054,1.924665333722239,0.003865909184989314,0.004069586564806413,0.05329332312572493,2814733.118442864,4.530596311124819
Bldg_004_9St,Loma_Prieta_1989_Corralitos_scaled_0.39g,9.0,1948649.445047211,34.52008614666971,1.8669862587577561,0.6258111713455994,0.3829180140447785,0.3351985952815731,0.8546009371985288,1290.4718679648695,216516.60500524566,87950131.45529062,87950131.45529062,1.0,0.04849082359697768,0.3864,0.4116620618934086,0.2396404007189732,2.4907155508996683,11.41,0.6811214742642783,1.0778947368421052,0.28039614551740843,0.6805546708288142,0.9169297011065859,0.24269174813106767,0.7256629024777651,1.7320673299022151,2.741047418559816,0.013574503174901026,0.014652414160710168,0.30220357762915245,4942822.786655609,5.097650969604073
Bldg_021_8St,San_Fernando_1971_Pacoima,8.0,2522754.82118266,32.32951534566002,2.6102427070001735,0.9254001036349783,0.5728010687995481,0.35452645884355183,0.8357723193147679,1452.0498090500698,315344.3526478325,48088571.83372548,57616640.05790957,0.6692598452597174,0.02453858408069792,1.17,1.0361741213226916,0.47368625496262196,19.729249200797177,9.42,0.461649004640927,0.28054794520547943,0.5820859308036267,1.1744507459720888,3.2182294710071235,0.9861215506201737,0.4975093425672023,9.304087773975228,5.654171634206022,0.043823955117886365,0.05911000535524152,1.316369255920108,13131292.42296345,14.413782530332918
Bldg_014_5St,El_Centro_1940_NS_scaled_0.49g,5.0,1593765.9396833987,19.810700551829953,0.8894792288713879,0.3088246908799503,0.19628714530869923,0.34719719230745977,0.8824903205928275,1185.9523662698816,318753.18793667975,186945021.86907646,186945021.86907646,1.0,0.025534123696712055,0.4871999999999999,0.7653878044182246,0.26101657054381694,6.089775332399659,13.060000000000002,0.5341737574272261,0.7447272727272727,0.6731535470472592,1.6818367350366767,1.7587226177801618,0.13222127862899188,1.3816780522316487,1.1943690817364827,1.665149619396208,0.011153177545155478,0.011840957552565706,0.17053870248950462,9500689.08081138,11.60310687183841
Bldg_014_5St,San_Fernando_1971_Pacoima_scaled_0.70g,5.0,1593765.9396833987,19.810700551829953,0.8894792288713879,0.3088246908799503,0.19628714530869923,0.34719719230745977,0.8824903205928275,1185.9523662698816,318753.18793667975,186945021.86907646,186945021.86907646,1.0,0.025534123696712055,0.7020000000000001,0.621704472793615,0.284211752977573,7.102529712286988,9.42,0.46164900464092706,0.28054794520547943,0.7323889384832246,1.85989978722085,2.0787456164904623,0.14387405697787822,1.0432890861584396,3.170507016973209,1.926743521440557,0.012134622032137768,0.012370709498031617,0.1914376311693818,9468580.69283557,15.034287607587531
Bldg_016_7St,El_Centro_1940_NS_scaled_0.49g,7.0,911569.7535034107,29.227888440420674,1.3746005834113613,0.46292984498821277,0.2906324665083849,0.33677407864861714,0.8642017826515197,887.5698316126196,130224.25050048725,60830739.205434665,60830739.20543465,1.0,0.02701321079557354,0.4871999999999999,0.7653878044182246,0.26101657054381694,6.089775332399659,13.060000000000002,0.5341737574272261,0.7447272727272727,0.6064531648494272,1.3928148049359448,1.752513650170187,0.28435477800999037,1.2447725058485783,1.845777150576779,2.573321066972542,0.018445928113766222,0.020303891578047798,0.3712048165555702,5157055.2070936775,13.138726949693314
Bldg_021_8St,Kobe_1995_NS,8.0,2522754.82118266,32.32951534566002,2.6102427070001735,0.9254001036349783,0.5728010687995481,0.35452645884355183,0.8357723193147679,1452.0498090500698,315344.3526478325,48088571.83372548,57616640.05790957,0.6692598452597174,0.02453858408069792,0.834,1.0642037622381462,0.3931639609622956,9.718862453628272,12.780000000000001,0.8720606558868959,0.7728301886792452,0.6444386068719472,1.4404636607283277,2.3907889268188254,1.091147633311187,0.7727081617169631,3.3775113152101857,2.993189395003179,0.04851834942101897,0.06569116626328277,1.377528494032462,14411436.59848006,14.012533977469014
Bldg_018_10St,El_Centro_1940_NS,10.0,2641541.8673443226,33.10622970315683,2.979394789620447,0.9999769202777022,0.6053898786112969,0.33563088844801664,0.8685081886935473,1514.6619235213475,264154.18673443224,53343084.94813778,41033142.2677983,1.3333333333333333,0.03095844509284535,0.348,0.546705574584446,0.18644040753129837,3.1070282308161543,13.060000000000002,0.534173757427226,0.7447272727272727,0.22389869437487814,0.33515832858567396,0.9413498656982965,0.49378077588914465,0.643387052801374,4.000652183328237,5.57757611300542,0.031688737080376894,0.031065067122928867,0.6498397750010017,4938226.637418521,6.143386396586285
Bldg_001_9St,El_Centro_1940_NS_scaled_0.49g,9.0,1527742.1397965779,38.35519513262496,2.1413036512544052,0.7346964083904504,0.4502992706525202,0.3431070637553226,0.845007649463895,1136.201476207652,169749.1266440642,50592313.74146908,55675323.882297106,0.8174052780878655,0.05395655297064335,0.4871999999999999,0.7653878044182246,0.26101657054381694,6.089775332399659,13.060000000000002,0.5341737574272261,0.7447272727272727,0.45821933544638493,1.1305821502394144,1.2449373884744017,0.5221379670153001,0.940515877353007,2.8752856645261793,4.008627570114447,0.02072783616714401,0.027069133719397204,0.6886099788449906,6374654.931319952,11.525761361068493
Bldg_005_5St,Kobe_1995_NS_scaled_1.17g,5.0,1054965.4097151533,19.818838538279376,0.8108817871991694,0.2855759554952941,0.18628453092568645,0.3521795161803908,0.8722298013627929,959.2561022795037,210993.08194303064,142976339.73852292,158130879.27603912,0.7604114451444064,0.038812025377841536,1.1676,1.489885267133405,0.5504295453472083,19.04897040911142,12.780000000000001,0.8720606558868952,0.7728301886792452,2.84983917794124,2.221070963956914,2.085794111764064,0.4660754435465293,2.4407666820325797,1.0492366875379877,0.9298456268210997,0.04102846683732596,0.04285322203331054,0.5999214940927432,26860145.573329475,38.94667000014489
Bldg_015_10St,San_Fernando_1971_Pacoima,10.0,2816481.9947992526,40.98256473151777,1.8319490809782595,0.6193726605439063,0.3773880973810691,0.3380949104836264,0.8478015197669436,1545.2565209657066,281648.1994799253,143070004.16746855,143070004.16746855,1.0,0.037694089189244176,1.17,1.0361741213226916,0.47368625496262196,19.729249200797177,9.42,0.461649004640927,0.28054794520547943,0.7271845739393509,1.9544843155599714,2.568994812130191,0.60637360434092,0.6215252768712402,6.529896626533835,3.9682725676039503,0.02904148232350592,0.03632115562967439,0.7366949510462961,21296458.156672183,19.50562525243237
Bldg_019_10St,Kobe_1995_NS_scaled_0.50g,10.0,2052578.4585914456,37.07858698432766,3.118454611073725,1.0899438674104054,0.6686626239905169,0.349514103408779,0.8291539226026338,1304.5702282325642,205257.84585914455,33968527.97319341,40000000.0,0.6984263986596704,0.03693883769232474,0.5004,0.638522257342888,0.23589837657737536,3.4987904833061783,12.780000000000001,0.8720606558868951,0.7728301886792452,0.41927672285853823,0.7902468197867845,0.9672545928774088,1.0129659906754878,0.837883139205712,4.035109726242857,3.5759606743205525,0.04204862637193539,0.04753837615613013,1.393342548320428,6688164.630870554,9.542213624395055
Bldg_011_5St,Northridge_1994_Sylmar_scaled_0.51g,5.0,1451852.277223199,20.06527884435787,0.894354941017543,0.30523291686505966,0.19519356971894125,0.34128834410841863,0.8825020573804334,1131.928717571005,290370.4554446398,172350178.34134805,172350178.34134805,1.0,0.05720067339243327,0.5057999999999999,0.498572775156823,0.1972487060448539,3.289727983748639,9.37,0.49317602808065547,0.8192,0.755810402592206,0.9272824968628982,1.014548771640347,0.15009717759771785,1.4942870751131003,1.0917418713593054,1.8134598806397733,0.013730449811061668,0.013055608559527688,0.1908058498305728,9029923.115955833,10.543988060400984
Bldg_009_9St,San_Fernando_1971_Pacoima_scaled_0.70g,9.0,1936007.7066165784,33.37060515365388,2.0240667166863795,0.7218964229585041,0.4472852984026352,0.35665643677019115,0.8231148142306102,1262.3615265765725,215111.96740184203,67549516.69497378,85350928.3329129,0.5828654242985061,0.05915571433100036,0.7020000000000001,0.621704472793615,0.284211752977573,7.102529712286988,9.42,0.46164900464092706,0.28054794520547943,0.35436497224225555,0.7573434144734165,1.192069594204716,0.36014181978869353,0.5047934077525007,7.214690933501256,4.3844277716155995,0.017498835163351656,0.019283664483497026,0.4758109008773448,5651611.749878627,7.0173526377150885
Bldg_001_9St,Kobe_1995_NS_scaled_1.17g,9.0,1527742.1397965779,38.35519513262496,2.1413036512544052,0.7346964083904504,0.4502992706525202,0.3431070637553226,0.845007649463895,1136.201476207652,169749.1266440642,50592313.74146908,55675323.882297106,0.8174052780878655,0.05395655297064335,1.1676,1.489885267133405,0.5504295453472083,19.04897040911142,12.780000000000001,0.8720606558868952,0.7728301886792452,0.7025792805187252,1.8478578443140183,2.128955466010655,0.8015164284050292,0.6017294283305287,2.7707298221797725,2.455452653206417,0.03178161001616228,0.04234020480292172,1.093338471991944,10428794.115898436,16.653711987129565
Bldg_003_7St,Northridge_1994_Sylmar,7.0,1916270.4866929152,21.004371166760656,1.7280142136463181,0.5969958868135233,0.3709851306358629,0.34548088904534535,0.8517525842969699,1277.5712658214816,273752.92667041643,76957987.31765112,83542359.52837032,0.8423704513999704,0.03410275425336676,0.843,0.8309546252613713,0.3287478434080909,9.138133288190668,9.37,0.4931760280806555,0.8192,0.6813298945220709,1.691459718347478,2.6637574046389534,0.505364247659346,0.8082205154472966,2.109392350642478,3.5038487583660767,0.04350408211909407,0.04655637974325492,0.6855018077619774,11670718.208311671,17.66382732353957
Bldg_029_10St,Friuli_1976_Tolmezzo_scaled_0.21g,10.0,3306559.1027033487,40.85103354718929,2.8470338124293835,1.0055703560634366,0.6133007191000883,0.35319930226096613,0.8447518426005479,1671.293479517068,330655.91027033486,66673572.54055375,62546842.54886757,0.748278909461416,0.032311089590841974,0.2112,0.12811666631728136,0.0617233149605922,0.471147101774997,10.049999999999999,0.42783232247186925,0.3250793650793651,0.0613752632677756,0.1293810130660211,0.372213087502065,0.12353540081395735,0.29060257229060416,8.757965340969294,6.654555214482611,0.005516797850316474,0.005486246436737492,0.16598408164380546,1614689.4989746003,1.4659590361964379
Bldg_035_8St,Imperial_Valley_1979_Array6_scaled_0.26g,8.0,2170485.1346629397,29.41406488338083,1.5058458369512058,0.5067389805174635,0.3116778724217766,0.3365145143565473,0.8582462946298408,1364.8482788843671,271310.64183286746,136007095.16231158,136007095.16231158,1.0,0.05362839943511724,0.26339999999999997,0.26823347494089234,0.1259599283434734,1.0924121950824885,11.25,0.4646807553227397,0.8192,0.14536726314665907,0.5466063018175659,0.5890934445241258,0.08191456077521464,0.5518878631232311,1.8381907189345772,3.2406029724758763,0.005310426695528594,0.0062809632164293324,0.10865860707620116,3140891.0655448916,3.404757500211961
